Date,Geography,Labour force characteristics,Sex,Age group,UOM,Scalar Factor,Value
2017-05,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4845.9
2017-06,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4843.4
2017-07,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4837.2
2017-08,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4823.5
2017-09,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4822.4
2017-10,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4829.4
2017-11,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4809.8
2017-12,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4816.4
2018-01,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4817.6
2018-02,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4837.4
2018-03,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4835.3
2018-04,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4868.5
2018-05,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4877.9
2018-06,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4897.6
2018-07,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4900.4
2018-08,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4882.0
2018-09,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4907.4
2018-10,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4921.8
2018-11,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4917.4
2018-12,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4936.3
2019-01,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4953.3
2019-02,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4966.1
2019-03,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4961.7
2019-04,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4964.3
2019-05,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4958.6
2019-06,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4965.7
2019-07,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4976.2
2019-08,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4990.2
2019-09,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,5012.7
2019-10,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,5001.8
2019-11,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,5022.2
2019-12,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,5030.0
2020-01,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,5020.1
2020-02,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,5025.5
2020-03,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4950.7
2020-04,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4673.1
2020-05,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4744.6
2020-06,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4959.2
2020-07,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4945.8
2020-08,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,4972.8
2020-09,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,5056.8
2020-10,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,5084.5
2020-11,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,5077.8
2020-12,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,5049.8
2021-01,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,5024.0
2021-02,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,5048.1
2021-03,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,5089.5
2021-04,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,5067.4
2021-05,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,5069.8
2021-06,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,5082.8
2021-07,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,5110.2
2021-08,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,5109.1
2021-09,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,5185.1
2021-10,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,5189.2
2021-11,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,5177.3
2021-12,Ontario,Labour force,Both sexes,25 to 54 years,Persons,thousands,5209.6
2017-01,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4612.6
2017-02,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4606.4
2017-03,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4619.1
2017-04,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4586.1
2017-05,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4581.5
2017-06,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4585.6
2017-07,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4577.0
2017-08,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4584.2
2017-09,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4575.7
2017-10,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4576.9
2017-11,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4582.3
2017-12,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4580.0
2018-01,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4591.9
2018-02,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4612.9
2018-03,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4612.7
2018-04,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4641.7
2018-05,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4631.7
2018-06,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4652.7
2018-07,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4675.9
2018-08,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4636.4
2018-09,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4658.0
2018-10,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4680.7
2018-11,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4685.2
2018-12,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4701.0
2019-01,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4709.4
2019-02,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4730.5
2019-03,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4714.6
2019-04,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4713.9
2019-05,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4752.0
2019-06,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4739.3
2019-07,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4746.2
2019-08,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4757.3
2019-09,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4799.2
2019-10,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4778.6
2019-11,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4791.9
2019-12,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4805.1
2020-01,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4789.1
2020-02,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4792.3
2020-03,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4613.9
2020-04,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4233.8
2020-05,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4218.7
2020-06,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4469.8
2020-07,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4519.4
2020-08,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4587.9
2020-09,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4675.4
2020-10,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4694.6
2020-11,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4696.0
2020-12,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4665.3
2021-01,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4612.3
2021-02,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4683.8
2021-03,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4740.1
2021-04,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4700.2
2021-05,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4717.4
2021-06,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4744.6
2021-07,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4780.7
2021-08,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4790.8
2021-09,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4846.9
2021-10,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4856.8
2021-11,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4914.8
2021-12,Ontario,Employment,Both sexes,25 to 54 years,Persons,thousands,4946.5
2017-01,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4044.8
2017-02,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4079.3
2017-03,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4082.7
2017-04,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4045.6
2017-05,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4043.8
2017-06,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4041.5
2017-07,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4047.8
2017-08,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4053.3
2017-09,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4063.9
2017-10,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4048.9
2017-11,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4047.3
2017-12,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4069.6
2018-01,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4093.0
2018-02,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4081.1
2018-03,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4101.9
2018-04,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4121.7
2018-05,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4135.8
2018-06,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4140.6
2018-07,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4114.8
2018-08,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4122.6
2018-09,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4126.8
2018-10,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4155.8
2018-11,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4158.2
2018-12,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4151.9
2019-01,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4178.6
2019-02,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4193.3
2019-03,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4173.0
2019-04,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4189.8
2019-05,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4222.6
2019-06,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4220.8
2019-07,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4261.1
2019-08,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4237.6
2019-09,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4268.1
2019-10,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4266.1
2019-11,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4273.3
2019-12,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4299.3
2020-01,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4275.3
2020-02,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4291.7
2020-03,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4147.3
2020-04,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,3828.0
2020-05,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,3802.3
2020-06,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4002.7
2020-07,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4004.7
2020-08,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4066.9
2020-09,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4162.2
2020-10,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4150.6
2020-11,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4173.3
2020-12,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4160.8
2021-01,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4152.0
2021-02,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4202.0
2021-03,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4242.0
2021-04,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4204.9
2021-05,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4208.7
2021-06,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4207.6
2021-07,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4254.3
2021-08,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4232.6
2021-09,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4320.5
2021-10,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4307.9
2021-11,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4374.6
2021-12,Ontario,Full-time employment,Both sexes,25 to 54 years,Persons,thousands,4402.9
2017-01,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,567.8
2017-02,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,527.1
2017-03,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,536.5
2017-04,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,540.5
2017-05,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,537.7
2017-06,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,544.1
2017-07,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,529.3
2017-08,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,530.9
2017-09,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,511.8
2017-10,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,528.0
2017-11,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,535.0
2017-12,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,510.4
2018-01,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,498.9
2018-02,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,531.8
2018-03,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,510.9
2018-04,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,520.0
2018-05,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,495.9
2018-06,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,512.1
2018-07,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,561.1
2018-08,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,513.8
2018-09,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,531.2
2018-10,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,524.9
2018-11,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,527.0
2018-12,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,549.1
2019-01,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,530.8
2019-02,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,537.1
2019-03,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,541.5
2019-04,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,524.1
2019-05,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,529.5
2019-06,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,518.5
2019-07,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,485.1
2019-08,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,519.7
2019-09,Ontario,Part-time employment ,Both sexes,25 to 54 years,Persons,thousands,531.0
